track_id,duration,loudness,tempo,song_hotness,artist_hotness,key_confidence,mode_confidence,release_year,artist_id,artist_tag
b'TRAACPE128F421C1B9',342.56934,-11.939,110.189,0.4137398358601097,0.4161730646266773,0.381,0.538,1972,b'ARB29H41187B98F0EF',[b'classic pop and rock']
b'TRAACQT128F9331780',484.62322,-15.335,138.007,0.3775316449767025,0.45278947675222264,0.283,0.363,0,b'AR1Y2PT1187FB5B9CE',[]
b'TRAACSL128F93462F4',164.80608,-10.922,130.1,0.4432913119053975,0.4182165181949368,0.254,0.042,1964,b'ARAJPHH1187FB5566A',[]
b'TRAACTB12903CAAF15',133.32853,-9.983,160.839,0.0,0.3846110839616365,0.384,0.402,1992,b'AR0RCMP1187FB3F427',[]
b'TRAACVS128E078BE39',173.66159,-7.762,41.993,,0.42631795640769016,0.299,0.464,0,b'AREBBGV1187FB523D2',[]
b'TRAACZK128F4243829',313.12934,-9.512,189.646,,0.39273367554668775,0.724,0.364,1997,b'ARGUVEV1187B98BA17',[]
b'TRAADDS128F425C68B',450.84689,-9.063,130.586,0.593943075901947,0.48801984168567314,0.726,0.367,0,b'ARPQ4Z01187FB3A736',[b'texas' b'san antonio' b'punk' b'usa']
b'TRAADED128F42741FD',303.09832,-8.879,128.292,,0.41168895978577885,0.532,0.516,0,b'ARNQAVF11F4C844C04',[]
b'TRAADEV128F9348C0A',128.83546,-17.699,90.932,0.3943948561005826,0.38265197113973687,0.0,0.251,0,b'ARXUT4W1187FB48BEB',[]
b'TRAADHS12903CE70A9',456.30649,-19.478,89.667,0.0,0.294861261887382,0.611,0.546,0,b'ARDD1RC1187B9B52B4',[b'jazz and blues']
b'TRAADIV12903CB15C1',198.73914,-7.469,115.061,0.450992311636255,0.3931219335710068,0.673,0.579,2007,b'ARLGWFM1187FB4AC9F',[]
b'TRAADLH12903CA70EE',95.68608,-2.022,115.887,0.5287824809425877,0.4675384440100101,0.421,0.589,2003,b'ARWYVP51187B98C516',[]
b'TRAADLN128F14832E9',271.49016,-10.358,139.333,0.8344926198909054,0.7357656929506414,0.301,0.392,0,b'ARFCUN31187B9AD578',"[b'british' b'uk' b'rock' b'rnb' b'blues' b'rock and roll' b'country'
 b'english' b'classic pop and rock' b'the-rolling-stones' b'britannique'
 b'reggae' b'psychedelic rock']"
b'TRAADLR12903CF8D7E',226.66404,-12.716,117.271,0.0,0.3500785789894733,0.863,0.671,0,b'AR6YDKV1187B989230',[]
b'TRAADLX128F1469250',190.48444,-15.663,102.428,0.5101193140330347,0.4427658420289504,0.544,0.596,1995,b'ARV1JVD1187B9AD195',[b'easy listening soundtracks and musicals' b'folk']
b'TRAADMH128F9343E59',277.78567,-6.944,89.984,0.48213758506501503,0.4666288889016846,0.0,0.0,2004,b'AR7TTS41187B9B42D3',[b'delta blues' b'blues' b'electric blues']
b'TRAADNA128F9331246',248.78975,-7.805,116.721,,0.544257505724526,0.754,0.597,1992,b'ART3O5Z1187B9AB043',[b'jazz and blues']
b'TRAADOF12903CAA1C1',195.3171,-10.7,123.142,,0.45281783769711387,0.98,0.753,2002,b'AR5U94U1187FB5CDCF',[b'folk']
b'TRAADQX128F422B4CF',175.72526,-10.93,141.919,0.7858922883883538,0.3942171989010042,0.522,0.474,2006,b'ARRJNTE1187FB44E12',[b'dance and electronica']
b'TRAADRN128F932D607',217.23383,-9.493,95.596,,0.3345773601190987,0.005,0.305,1995,b'AR6IRG41187B9A4D98',[]
b'TRAADVH128EF34DE7A',344.05832,-9.253,154.953,0.5616924111789523,0.4793084593382274,0.425,0.486,1974,b'ARS1OWB1187B99EEAD',"[b'punk' b'usa' b'classic pop and rock' b'protopunk' b'rock' b'american'
 b'punk rock' b'glam punk']"
b'TRAADYB128F92D7E73',251.42812,-12.009,86.091,0.4348380902608562,0.42791424698295477,0.391,0.319,2009,b'ARGMXQW1187FB54C34',[b'brazilian' b'bossa nova']
b'TRAADYI128E078FB38',269.7922,-11.043,90.218,0.4051157216913865,0.41224060053560735,0.715,0.614,1997,b'AROEL1B1187B988B90',[b'american' b'hip-hop']
b'TRAAEAM128F934B199',206.05342,-11.506,133.144,,0.40439264015477133,0.641,0.597,1977,b'AR8W8DN1187FB35ED0',[b'los angeles' b'punk' b'california' b'usa']
b'TRAAEDJ12903CCE390',190.04036,-14.179,205.317,,0.38347574490669173,0.105,0.433,0,b'ARUWLCL1187FB549B8',[]
b'TRAAEEH128E0795DFE',241.162,-8.531,180.149,0.767727748373397,0.500691340913453,0.222,0.403,1986,b'AR3793X1187FB50CB3',[b'rock' b'blues' b'british' b'classic pop and rock' b'rock blues']
b'TRAAELO128F9302DD1',122.64444,-8.541,102.538,0.4348380902608562,0.3384148184832545,0.61,0.489,1966,b'ARINEWW1187FB5577E',[]
b'TRAAEMJ128F425A917',207.0722,-6.629,84.164,0.38293509007501925,0.5236990777653908,0.442,0.371,1985,b'ARDGB6U1187FB3AD07',"[b'british' b'synthpop' b'electronic' b'new wave' b'uk'
 b'classic pop and rock' b'rnb' b'pop' b'rock']"
b'TRAAENC128F1451DE9',300.79955,-13.33,124.175,0.6104742577715245,0.3835242473277272,0.666,0.658,1995,b'AR2J2WF1187FB46271',[]
b'TRAAENP128F147BF32',228.46649,-12.412,137.004,0.2265553139555314,0.48165586241245567,0.458,0.602,1997,b'ARUI8651187B9ACF52',"[b'british' b'drone' b'art rock' b'rock' b'experimental rock' b'uk'
 b'welsh' b'protopunk' b'classic pop and rock']"
b'TRAAEOU128F9309DE0',239.59465,-21.552,106.33,0.4159831182884585,0.3807045358244573,0.527,0.613,0,b'AR89DTT1187B9A7ED5',[b'instrumental' b'electronic' b'new wave']
b'TRAAERU128F930674F',228.93669,-8.686,107.961,,0.3968558693253486,0.172,0.369,0,b'ARMD0G81187B99A519',[]
b'TRAAEUB12903CDD3EA',165.61587,-6.222,174.287,0.0,0.45755390983649336,0.108,0.256,2000,b'AR0VZWC1187B99BA57',[b'grindcore']
b'TRAAEWG128F930B3A4',187.92444,-5.907,116.823,0.6859402266976852,0.7888059351620142,0.612,0.735,2003,b'ARF2EHS1187B994F4E',"[b'american' b'southern rock' b'garage rock' b'rock and indie'
 b'am\xc3\xa9ricain' b'alternative rock' b'usa' b'rock' b'united states'
 b'indie rock']"
b'TRAAEXM128F92D47C8',276.50567,-4.638,101.972,0.0,0.30004649036641506,0.29,0.389,0,b'ARZKRD01187FB45FD2',[]
b'TRAAFEB128F92F8694',200.25424,-5.884,127.97,,0.18931487775261457,0.056,0.283,0,b'ARK4H5K1187B992F74',[]
b'TRAAFJW128F428A424',144.50893,-7.787,152.622,0.6712360269845353,0.5542914890128156,0.093,0.423,1992,b'AR06EB01187FB40150',"[b'american' b'punk' b'usa' b'punk rock' b'am\xc3\xa9ricain'
 b'hardcore punk' b'ska punk' b'los angeles' b'skate punk' b'rock']"
b'TRAAFKJ12903D02552',285.17832,-8.488,110.787,,0.26803783963074496,0.379,0.401,0,b'ARKPDBH1242077DEB1',[]
b'TRAAFMS128F933AB23',246.69995,-9.603,112.903,0.6261657596688281,0.46682699252718746,0.161,0.205,1990,b'ARBJSO81187B9BA09B',[b'rock en espanol' b'rock' b'latin' b'dinamo']
b'TRAAFON128F42926FB',84.03546,-26.266,115.642,0.0,0.3004544598123077,0.469,0.591,1985,b'ARRC2JF1187B9B6A93',[]
b'TRAAFRU128F9339158',273.52771,-6.305,125.013,0.1992382620006783,0.26627528554651025,0.652,0.694,2000,b'ARNIFX51187FB418EA',[]
b'TRAAFSM128F425A2C5',298.84036,-9.998,113.277,0.26586104921065007,0.33750728916593725,0.596,0.567,0,b'ARCCRTI11F4C845308',[]
b'TRAAFUJ128F933F42B',161.38404,-9.161,96.979,0.23773394162247466,0.36366811024462387,0.665,0.606,1997,b'ARNVH8S1187FB52F86',[]
b'TRAAFYL128E07856A7',209.29261,-4.865,140.995,0.8244821296824321,0.5799889824287546,0.455,0.48,0,b'ARNLO5S1187B9B80CC',[b'classic pop and rock' b'rock']
b'TRAAGCZ128F93210FD',229.61587,-4.882,105.206,0.6244254932707666,1.0059419659547393,0.205,0.332,2004,b'ARTDQRC1187FB4EFD4',[b'pop and chart' b'pop' b'will i am' b'fergie' b'united states']
b'TRAAGEC128E079252C',426.89261,-12.951,63.017,0.6355366486226686,0.5984585009824434,0.05,0.395,2000,b'ARK9TRQ1187B99C095',"[b'industrial rock' b'american' b'rock' b'industrial' b'electronic'
 b'creative commons' b'rock and indie' b'am\xc3\xa9ricain'
 b'alternative rock' b'synthpop' b'usa' b'industrial metal']"
b'TRAAGGE128F9325E2C',269.26975,-11.751,144.603,,0.47940767557514763,0.052,0.142,0,b'ARODBRG1187FB3FD99',[b'seen live' b'rock and indie' b'alternative' b'australia']
b'TRAAGHM128EF35CF8E',249.41669,-6.693,167.92,0.19878534876524423,0.13924739387110993,0.883,0.728,0,b'ARMBYRO1187FB57419',[]
b'TRAAGJV128F1464090',136.48934,-9.091,129.122,,0.3891007762801808,0.386,0.632,1963,b'ARWY7I71187FB36C3D',[b'classic pop and rock']
b'TRAAGKF128F932D5A2',233.27302,-2.658,132.022,0.0,0.3224851056611973,0.53,0.501,2001,b'AR6Y22S1187B99906F',[]
b'TRAAGKQ128F92EAF39',187.24526,-4.42,183.92,0.24906579485370342,0.3356518391847009,0.842,0.721,2005,b'ARI5P4N1187FB3F44D',[]
b'TRAAGKS128F9314884',72.61995,-11.051,89.867,,0.45339118607533013,0.0,0.0,0,b'ARYPWUK1187B98ACED',[]
b'TRAAGMJ12903CAD7D4',272.63955,-9.97,119.896,,0.36438492446826576,0.633,0.605,0,b'ARW63KF1187B98AC48',[b'french']
b'TRAAGNL128F4299BF1',142.75873,-11.335,137.29,,0.4810242392118726,0.62,0.814,0,b'AR8H87D1187FB3A841',[b'classic pop and rock']
b'TRAAGOH128F42593CE',194.11546,-15.581,82.343,0.3827232807891977,0.34328188178708335,1.0,0.886,2002,b'ARLWR721187B9A03C9',[]
b'TRAAGPF12903CE027E',195.91791,-11.98,91.487,,0.38666909170602387,0.883,0.735,1990,b'ARF4V431187FB3AA41',[]
b'TRAAGPH128F4273C8D',118.33424,-11.215,84.69,,0.5380702951237828,0.0,0.0,1999,b'ARBGWMW1187B9AEA3E',"[b'australian' b'pop' b'soft rock' b'duo' b'classic pop and rock' b'rock'
 b'melodic rock']"
b'TRAAGPJ128F428CD1B',288.41751,-8.165,115.606,0.7251212835673101,0.5524133455169445,0.08,0.665,2005,b'AR6G4V01187B9AD086',"[b'stoner rock' b'american' b'hard rock' b'rock' b'rock and indie'
 b'alternative rock']"
b'TRAAGUA128F93236E8',123.21914,-12.69,126.523,,0.3475988886835368,0.278,0.482,0,b'ARVQ4QM1187B98AD95',[]
b'TRAAGVF128E0789785',283.76771,-8.7,113.677,0.6651722407621973,0.39854753538058046,0.823,0.69,1990,b'AR9AM2N1187B9AD2F1',"[b'madchester' b'english' b'indie' b'uk' b'rock' b'rock and indie'
 b'british']"
b'TRAAGVM128E0784D95',239.3073,-5.758,86.938,0.5546547674656118,0.4214151025424071,0.569,0.601,0,b'AR9XEVF1187B99D017',[]
b'TRAAGXN128F92DE52C',206.75873,-4.907,141.936,0.30416950343527516,0.40418220665370436,0.613,0.656,0,b'ARCFOZ71187FB43A0D',[b'durban' b'south africa']
b'TRAAGZU128EF360F47',134.81751,-8.133,106.049,,0.3135693426838017,0.847,0.646,0,b'ARHFEBO11F50C4825A',[]
b'TRAAHDH128F93094B6',285.64853,-9.093,126.88,,0.1489854809922737,0.508,0.343,0,b'AR107SB1187B9A79F9',[]
b'TRAAHEG128E07861C3',124.18567,-10.296,85.008,0.5701059300583878,0.49356684269655965,0.074,0.492,2001,b'ARXWAQQ1187B9AE954',[b'soul and reggae' b'new york' b'us' b'american' b'hip-hop' b'rap']
b'TRAAHEH128F427FCEF',134.08608,-12.839,133.699,,0.3178109598122704,0.718,0.674,0,b'ARL6XZC1187FB3936E',[b'finnish']
b'TRAAHEQ128F93057B4',155.61098,-13.71,118.975,,0.33109012633891616,0.599,0.517,0,b'ARSDSMG1187B98CB59',[]
b'TRAAHER128F92E3FE9',275.40853,-2.119,102.408,,0.34919221761645924,0.376,0.334,0,b'AR3WMW01187B9921F7',[]
b'TRAAHJX128F9312B83',223.4771,-14.438,112.006,0.0,0.3163540008222974,0.0,0.138,1961,b'AR3C3C01187B98E800',[]
b'TRAAHKE128F421389B',443.24526,-13.002,45.527,0.2707759989463275,0.317833879200262,0.0,0.051,0,b'ARDD9UN1187B98D3A7',[]
b'TRAAHMO128F92DE7C9',177.81506,-12.004,85.621,,0.34575124701970267,0.695,0.673,2006,b'ARJGNV61187B98F3B5',[]
b'TRAAHPZ12903CB4643',385.33179,-8.37,108.061,,0.27756173775343046,0.822,0.503,2000,b'ARSVI4L1187B996181',[]
b'TRAAHRF128F92FE234',324.44036,-11.829,216.195,0.4051157216913865,0.4320119468576032,0.558,0.718,1995,b'ARVJ0JK1187B98C9C0',[]
b'TRAAHTH12903CCFFE1',275.12118,-6.29,132.428,0.24274187894946822,0.3251485709173023,0.699,0.527,0,b'AR4PCIG1187B98D07D',[b'singer-songwriter' b'slide guitar' b'american']
b'TRAAHVY128F92E25D6',294.66077,-15.761,168.307,0.3867901771390143,0.4148926124367487,0.238,0.07,0,b'AR1RHCO1187B9AF0BF',[]
b'TRAAHXN128F9326097',193.20118,-27.433,140.956,,0.3915853290262099,0.371,0.484,0,b'AR1X2H01187B98CCF2',[b'french']
b'TRAAHYV128F932A425',357.82485,-5.701,130.016,0.5112548351002428,0.38418425849676846,0.485,0.427,1991,b'ARBQBZV1187B99D29E',[b'uk' b'english' b'british']
b'TRAAHZP12903CA25F4',198.3473,-8.709,175.769,0.46048484498641545,0.4126716309926985,0.306,0.22,1997,b'AR9ODB41187FB459B2',[b'group' b'hip-hop']
b'TRAAIAE128F42AC53D',261.95546,-13.627,100.194,0.48828987603734525,0.6282464191914875,0.96,0.634,2005,b'ARF3GX71187FB3EB66',[b'country']
b'TRAAIAN12903CFF16D',176.27383,-11.479,151.911,,0.3742711738564048,0.171,0.239,1985,b'AR3PN3R1187FB4CEBD',[b'classic pop and rock']
b'TRAAIAX128F930531B',220.89098,-6.302,119.691,,0.3841464443048954,0.606,0.475,0,b'ARYWCFZ11E2835CFDD',[]
b'TRAAIBB12903CECB35',235.91138,-10.466,161.976,,0.3932151037866921,0.46,0.379,0,b'ARUT16P1187FB532A4',[]
b'TRAAIDY128F92CA454',239.59465,-9.275,172.398,,0.40517835890761195,0.601,0.563,1971,b'AREOGMA1187B9908EF',[b'folk']
b'TRAAIFG12903CB0BCB',171.49342,-37.398,109.823,0.0,0.28404740990087485,0.45,0.685,0,b'AR4ABL21187FB3913A',[]
b'TRAAIGD12903CA2F3C',266.05669,-13.836,90.101,0.0,0.34318504527257115,0.936,0.763,0,b'AR8YV1I1187FB45D2B',[b'folk']
b'TRAAIHL128F92E6DDA',329.27302,-7.103,116.473,0.34580223396532944,0.6011849417940898,0.497,0.491,1994,b'ARR9XGB1187B9912E6',[b'soul and reggae']
b'TRAAIIE128F4288BB1',198.922,-13.495,126.821,0.3335548072764493,0.0,0.0,0.094,0,b'ARBKUS51187B98A3AC',[]
b'TRAAIII128F427D5D8',283.21914,-15.144,111.191,0.6173656175717818,0.4224724232432197,0.499,0.652,1971,b'ARTB5PP1187FB523B7',[b'rock and indie']
b'TRAAILM128F93480BB',238.68036,-12.991,125.508,,0.33510142487208283,0.458,0.542,0,b'ARXFQDY1187B9AAF1E',[]
b'TRAAINT128F933BBE0',254.06649,-6.01,137.888,0.3943948561005826,0.4379647331417924,0.446,0.383,1999,b'ARVEJ9M1187FB4DC44',[]
b'TRAAIRG128F93265E8',184.31955,-5.58,150.012,,0.28128421554929817,0.0,0.0,0,b'ARTHEAP122BCFCD0B2',[]
b'TRAAIXN128F428027A',311.40526,-4.313,108.367,,0.3340657898380008,0.685,0.611,0,b'ARQESNI1187FB511EE',[]
b'TRAAIXU128F4241E5C',162.53342,-17.285,173.482,0.3747968370214053,0.4035096733630853,0.243,0.297,0,b'ARCZ20M1187FB49687',[b'country']
b'TRAAIYR12903CD290D',212.37506,-5.931,110.745,,0.5669715662185826,0.372,0.207,2009,b'ARDF8K01187FB37200',[b'rock and indie']
b'TRAAJAC128F148B530',338.33751,-14.248,130.027,0.26586104921065007,0.37225120793006455,0.626,0.575,1995,b'AR11NP91187B9901B4',[b'folk' b'rock' b'american']
b'TRAAJBU128F9326C02',126.51057,-12.651,110.168,0.23379647424179947,0.3268488180257514,0.228,0.374,0,b'ARBZAIL1187FB5B1C8',[]
b'TRAAJBU12903CE2831',205.58322,-16.056,97.976,,0.0,0.825,0.836,0,b'ARWXHRS1241B9C7A1E',[]
b'TRAAJEK128F422F55A',193.4624,-5.913,119.979,0.21508031850922793,0.3631778606591337,0.373,0.548,2007,b'ARV1P811187FB3CFC6',[]
b'TRAAJEK12903CE351A',127.4771,-5.541,156.968,,0.3458094431841164,0.81,0.864,0,b'ARIU0MA1187B98D36F',[]
b'TRAAJJA12903CC518A',234.762,-6.019,188.886,,0.3189020778687955,0.172,0.026,1999,b'ARB4D891187B9954F7',[]
b'TRAAJJG128F4284B27',292.8322,-4.953,133.306,0.46630483075728635,0.4983953383497739,0.295,0.196,2001,b'ARQOC971187B9910FA',[]
b'TRAAJJV128F42A2F99',241.10975,-18.114,152.267,0.48061061838775304,0.30150246185842855,0.965,0.744,1990,b'AR19SOA1187B98F6E6',[b'american']
b'TRAAJMH128E0785407',270.68036,-11.061,166.275,0.2656833797102308,0.4596654567282773,0.33,0.526,0,b'ARTDBI61187FB48479',[]
b'TRAAJNM12903CF4750',188.73424,-7.04,114.971,,0.4315269192148132,0.862,1.0,0,b'ARSE6YI1187B9B9CD2',[b'jazz and blues']
b'TRAAJSX128F4275A1D',211.80036,-15.358,144.651,,0.32188268994567615,0.519,0.525,0,b'AR6C8EJ1187FB3F473',[]
b'TRAAJVJ128F42570AD',254.32771,-11.213,152.005,,0.351210536532264,0.64,0.692,0,b'AROI96Z1187B9A5304',[]
b'TRAAJXQ128F92E65BF',210.36363,-5.904,155.074,,0.27345372725278577,0.645,0.683,2009,b'ARIOSKN1257509BCE1',[]
b'TRAAJYX128F4255568',301.81832,-8.095,61.971,0.34580223396532944,0.44689072654931333,0.683,0.549,1991,b'ARI0PUX1187FB3F215',[]
b'TRAAKAS128F4246013',416.80934,-7.982,124.04,0.8251735403780842,0.5079658021593736,0.644,0.607,1997,b'ARYO9BU1187B9ADA88',"[b'progressive rock' b'british' b'progressive metal' b'metal' b'uk'
 b'psychedelic rock' b'english' b'classic pop and rock' b'folk'
 b'new prog' b'rock']"
b'TRAAKAV128F931BE25',413.36118,-8.804,191.196,0.0,0.4249318351787764,0.056,0.306,0,b'ARZ507V1187FB4425E',[]
b'TRAAKDF128F92FA302',117.002,-5.699,152.127,,0.5507620846559074,0.458,0.44,2005,b'AR6XPWV1187B9ADAEB',"[b'rock' b'post-grunge' b'american' b'alternative rock' b'hard rock'
 b'rock and indie']"
b'TRAAKDG128F42A0ECB',217.36444,-5.152,100.023,0.7373853102276186,0.6822631767638205,0.805,0.688,0,b'AR6PJ8R1187FB5AD70',"[b'colombian' b'classic pop and rock' b'espa\xc3\xb1ol' b'colombia'
 b'alternative']"
b'TRAAKJJ128F4228346',122.72281,-9.965,192.688,,0.42251494013072466,0.0,0.149,0,b'AR4CG3B1187FB5B861',[b'punk' b'usa' b'california' b'san francisco']
b'TRAAKNS12903CC5198',203.98975,-11.976,154.322,0.47212111953959446,0.3838774936335668,0.236,0.384,1988,b'AR7BMMV1187FB5B2D7',[b'jazz and blues']
b'TRAAKQS128F4224DE1',192.44363,-10.229,236.006,0.0,0.3394084863551408,0.084,0.405,0,b'AREYIHC1187B99CE0B',[]
b'TRAAKSB128F934D73A',285.36118,-6.284,150.666,0.39200877147130697,0.3828699558929602,0.321,0.421,0,b'AREEMIN11F4C848971',[]
b'TRAAKTK128F9343DCC',225.12281,-3.818,175.421,,0.46682699252718746,0.0,0.036,1984,b'ARBJSO81187B9BA09B',[b'rock en espanol' b'rock' b'latin' b'dinamo']
b'TRAAKVA128F934E69E',123.66322,-4.633,104.153,,0.32138373011129995,0.138,0.452,0,b'ARBGJLS11F4C83D4B9',[]
b'TRAAKVD12903CE8474',525.16526,-5.602,127.278,,0.33708930033210055,0.386,0.417,0,b'ARVNDLR1187B99CA1B',[]
b'TRAAKVZ12903D074BB',204.06812,-5.157,160.165,0.2364201822307364,0.544446276903691,0.606,0.514,0,b'AR5LZJD1187FB4C5E5',[]
b'TRAAKXN128F92E71B1',166.00771,-1.925,86.091,,0.34919221761645924,0.441,0.372,0,b'AR3WMW01187B9921F7',[]
b'TRAALCM128F4264370',219.01016,-5.21,149.94,,0.555968803751809,0.782,0.662,2001,b'ARAEX7Y1187FB42D36',[b'hip hop rnb and dance hall']
b'TRAALDU128F930D56B',127.9473,-12.717,135.78,0.4444017145228514,0.35032760522744555,0.655,0.525,2001,b'ARK2G5U1187FB46B34',[b'classical' b'production music']
b'TRAALEO128F42A7AEA',570.90567,-12.28,122.967,,0.30660364129709755,0.792,0.646,0,b'ARTB56G11C8A41569D',[]
b'TRAALHD12903D0BD6A',230.00771,-9.748,142.024,,0.36223874670184913,0.858,0.606,0,b'AR0GGKI1187FB391D5',[]
b'TRAALNG12903D014E9',240.74404,-4.878,135.535,0.5430528641992896,0.39570954770762196,0.735,0.838,2010,b'ARZEWUR1187FB53DC8',[]
b'TRAALRZ128F429024E',192.20853,-23.988,139.189,0.6085000789194116,0.3807045358244573,0.523,0.537,1989,b'AR89DTT1187B9A7ED5',[b'instrumental' b'electronic' b'new wave']
b'TRAALSV128F4282B9B',152.0322,-9.414,128.598,,0.0,0.656,0.393,0,b'ARTHKKA122BCFCBF58',[]
b'TRAALUX12903CFD50B',215.30077,-9.741,163.445,0.0,0.40913486879748406,0.445,0.496,2004,b'ARJDMBO1187B9AD118',[]
b'TRAALZC128F92E11A6',155.21914,-11.965,114.027,,0.6038764869181625,0.0,0.181,1971,b'ARYJSY01187B9B7C65',[b'country' b'folk' b'american' b'pop' b'bluegrass']
b'TRAALZN128F932D457',207.12444,-12.779,111.316,,0.3140117898326241,0.662,0.756,0,b'AR77FBJ1187FB49D8D',[]
b'TRAAMES128F42AF068',428.56444,-8.403,105.994,0.6593046691644056,0.6079718095629023,0.743,0.727,2006,b'ARFVYJI1187B9B8E13',"[b'grunge' b'rock' b'seattle' b'alternative rock' b'american' b'hard rock'
 b'rock and indie']"
b'TRAAMFG128F92FDEA2',185.7824,-13.251,88.489,,0.5077816674051294,0.015,0.236,0,b'ARBM4TC1187FB5CE98',[b'jazz and blues']
b'TRAAMFT128F93128AD',654.28853,-5.884,118.433,0.6266128026956008,0.5742747305168561,0.539,0.617,2009,b'ARMQHX71187B9890D3',"[b'heavy metal' b'sludge metal' b'progressive metal' b'metal'
 b'alternative metal' b'american' b'groove metal' b'rock and indie']"
b'TRAAMGJ12903CD315C',306.72934,-6.929,96.007,0.2707759989463275,0.433945513830991,0.0,0.232,0,b'ARYXJ5A1187B9B9E56',[]
