track_id,duration,loudness,tempo,artist_hotness,key_confidence,mode_confidence,artist_id
b'TRAAGVM128E0784D95',239.3073,-5.758,86.938,0.4214151025424071,0.569,0.601,b'AR9XEVF1187B99D017'
b'TRAAGXN128F92DE52C',206.75873,-4.907,141.936,0.40418220665370436,0.613,0.656,b'ARCFOZ71187FB43A0D'
b'TRAAGZU128EF360F47',134.81751,-8.133,106.049,0.3135693426838017,0.847,0.646,b'ARHFEBO11F50C4825A'
b'TRAAHDH128F93094B6',285.64853,-9.093,126.88,0.1489854809922737,0.508,0.343,b'AR107SB1187B9A79F9'
b'TRAAHEG128E07861C3',124.18567,-10.296,85.008,0.49356684269655965,0.074,0.492,b'ARXWAQQ1187B9AE954'
b'TRAAHEH128F427FCEF',134.08608,-12.839,133.699,0.3178109598122704,0.718,0.674,b'ARL6XZC1187FB3936E'
b'TRAAHEQ128F93057B4',155.61098,-13.71,118.975,0.33109012633891616,0.599,0.517,b'ARSDSMG1187B98CB59'
b'TRAAHER128F92E3FE9',275.40853,-2.119,102.408,0.34919221761645924,0.376,0.334,b'AR3WMW01187B9921F7'
b'TRAAHJX128F9312B83',223.4771,-14.438,112.006,0.3163540008222974,0.0,0.138,b'AR3C3C01187B98E800'
b'TRAAHKE128F421389B',443.24526,-13.002,45.527,0.317833879200262,0.0,0.051,b'ARDD9UN1187B98D3A7'
b'TRAAHMO128F92DE7C9',177.81506,-12.004,85.621,0.34575124701970267,0.695,0.673,b'ARJGNV61187B98F3B5'
b'TRAAHPZ12903CB4643',385.33179,-8.37,108.061,0.27756173775343046,0.822,0.503,b'ARSVI4L1187B996181'
b'TRAAHRF128F92FE234',324.44036,-11.829,216.195,0.4320119468576032,0.558,0.718,b'ARVJ0JK1187B98C9C0'
b'TRAAHTH12903CCFFE1',275.12118,-6.29,132.428,0.3251485709173023,0.699,0.527,b'AR4PCIG1187B98D07D'
b'TRAAHVY128F92E25D6',294.66077,-15.761,168.307,0.4148926124367487,0.238,0.07,b'AR1RHCO1187B9AF0BF'
b'TRAAHXN128F9326097',193.20118,-27.433,140.956,0.3915853290262099,0.371,0.484,b'AR1X2H01187B98CCF2'
b'TRAAHYV128F932A425',357.82485,-5.701,130.016,0.38418425849676846,0.485,0.427,b'ARBQBZV1187B99D29E'
b'TRAAHZP12903CA25F4',198.3473,-8.709,175.769,0.4126716309926985,0.306,0.22,b'AR9ODB41187FB459B2'
b'TRAAIAE128F42AC53D',261.95546,-13.627,100.194,0.6282464191914875,0.96,0.634,b'ARF3GX71187FB3EB66'
b'TRAAIAN12903CFF16D',176.27383,-11.479,151.911,0.3742711738564048,0.171,0.239,b'AR3PN3R1187FB4CEBD'
b'TRAAIAX128F930531B',220.89098,-6.302,119.691,0.3841464443048954,0.606,0.475,b'ARYWCFZ11E2835CFDD'
b'TRAAIBB12903CECB35',235.91138,-10.466,161.976,0.3932151037866921,0.46,0.379,b'ARUT16P1187FB532A4'
b'TRAAIDY128F92CA454',239.59465,-9.275,172.398,0.40517835890761195,0.601,0.563,b'AREOGMA1187B9908EF'
b'TRAAIFG12903CB0BCB',171.49342,-37.398,109.823,0.28404740990087485,0.45,0.685,b'AR4ABL21187FB3913A'
b'TRAAIGD12903CA2F3C',266.05669,-13.836,90.101,0.34318504527257115,0.936,0.763,b'AR8YV1I1187FB45D2B'
b'TRAAIHL128F92E6DDA',329.27302,-7.103,116.473,0.6011849417940898,0.497,0.491,b'ARR9XGB1187B9912E6'
b'TRAAIIE128F4288BB1',198.922,-13.495,126.821,0.0,0.0,0.094,b'ARBKUS51187B98A3AC'
b'TRAAIII128F427D5D8',283.21914,-15.144,111.191,0.4224724232432197,0.499,0.652,b'ARTB5PP1187FB523B7'
b'TRAAILM128F93480BB',238.68036,-12.991,125.508,0.33510142487208283,0.458,0.542,b'ARXFQDY1187B9AAF1E'
b'TRAAINT128F933BBE0',254.06649,-6.01,137.888,0.4379647331417924,0.446,0.383,b'ARVEJ9M1187FB4DC44'
b'TRAAIRG128F93265E8',184.31955,-5.58,150.012,0.28128421554929817,0.0,0.0,b'ARTHEAP122BCFCD0B2'
b'TRAAIXN128F428027A',311.40526,-4.313,108.367,0.3340657898380008,0.685,0.611,b'ARQESNI1187FB511EE'
b'TRAAIXU128F4241E5C',162.53342,-17.285,173.482,0.4035096733630853,0.243,0.297,b'ARCZ20M1187FB49687'
b'TRAAIYR12903CD290D',212.37506,-5.931,110.745,0.5669715662185826,0.372,0.207,b'ARDF8K01187FB37200'
b'TRAAJAC128F148B530',338.33751,-14.248,130.027,0.37225120793006455,0.626,0.575,b'AR11NP91187B9901B4'
b'TRAAJBU128F9326C02',126.51057,-12.651,110.168,0.3268488180257514,0.228,0.374,b'ARBZAIL1187FB5B1C8'
b'TRAAJBU12903CE2831',205.58322,-16.056,97.976,0.0,0.825,0.836,b'ARWXHRS1241B9C7A1E'
b'TRAAJEK128F422F55A',193.4624,-5.913,119.979,0.3631778606591337,0.373,0.548,b'ARV1P811187FB3CFC6'
b'TRAAJEK12903CE351A',127.4771,-5.541,156.968,0.3458094431841164,0.81,0.864,b'ARIU0MA1187B98D36F'
b'TRAAJJA12903CC518A',234.762,-6.019,188.886,0.3189020778687955,0.172,0.026,b'ARB4D891187B9954F7'
b'TRAAJJG128F4284B27',292.8322,-4.953,133.306,0.4983953383497739,0.295,0.196,b'ARQOC971187B9910FA'
b'TRAAJJV128F42A2F99',241.10975,-18.114,152.267,0.30150246185842855,0.965,0.744,b'AR19SOA1187B98F6E6'
b'TRAAJMH128E0785407',270.68036,-11.061,166.275,0.4596654567282773,0.33,0.526,b'ARTDBI61187FB48479'
b'TRAAJNM12903CF4750',188.73424,-7.04,114.971,0.4315269192148132,0.862,1.0,b'ARSE6YI1187B9B9CD2'
b'TRAAJSX128F4275A1D',211.80036,-15.358,144.651,0.32188268994567615,0.519,0.525,b'AR6C8EJ1187FB3F473'
b'TRAAJVJ128F42570AD',254.32771,-11.213,152.005,0.351210536532264,0.64,0.692,b'AROI96Z1187B9A5304'
b'TRAAJXQ128F92E65BF',210.36363,-5.904,155.074,0.27345372725278577,0.645,0.683,b'ARIOSKN1257509BCE1'
b'TRAAJYX128F4255568',301.81832,-8.095,61.971,0.44689072654931333,0.683,0.549,b'ARI0PUX1187FB3F215'
b'TRAAKAS128F4246013',416.80934,-7.982,124.04,0.5079658021593736,0.644,0.607,b'ARYO9BU1187B9ADA88'
b'TRAAKAV128F931BE25',413.36118,-8.804,191.196,0.4249318351787764,0.056,0.306,b'ARZ507V1187FB4425E'
b'TRAAKDF128F92FA302',117.002,-5.699,152.127,0.5507620846559074,0.458,0.44,b'AR6XPWV1187B9ADAEB'
b'TRAAKDG128F42A0ECB',217.36444,-5.152,100.023,0.6822631767638205,0.805,0.688,b'AR6PJ8R1187FB5AD70'
b'TRAAKJJ128F4228346',122.72281,-9.965,192.688,0.42251494013072466,0.0,0.149,b'AR4CG3B1187FB5B861'
b'TRAAKNS12903CC5198',203.98975,-11.976,154.322,0.3838774936335668,0.236,0.384,b'AR7BMMV1187FB5B2D7'
b'TRAAKQS128F4224DE1',192.44363,-10.229,236.006,0.3394084863551408,0.084,0.405,b'AREYIHC1187B99CE0B'
b'TRAAKSB128F934D73A',285.36118,-6.284,150.666,0.3828699558929602,0.321,0.421,b'AREEMIN11F4C848971'
b'TRAAKTK128F9343DCC',225.12281,-3.818,175.421,0.46682699252718746,0.0,0.036,b'ARBJSO81187B9BA09B'
b'TRAAKVA128F934E69E',123.66322,-4.633,104.153,0.32138373011129995,0.138,0.452,b'ARBGJLS11F4C83D4B9'
b'TRAAKVD12903CE8474',525.16526,-5.602,127.278,0.33708930033210055,0.386,0.417,b'ARVNDLR1187B99CA1B'
b'TRAAKVZ12903D074BB',204.06812,-5.157,160.165,0.544446276903691,0.606,0.514,b'AR5LZJD1187FB4C5E5'
b'TRAAKXN128F92E71B1',166.00771,-1.925,86.091,0.34919221761645924,0.441,0.372,b'AR3WMW01187B9921F7'
b'TRAALCM128F4264370',219.01016,-5.21,149.94,0.555968803751809,0.782,0.662,b'ARAEX7Y1187FB42D36'
b'TRAALDU128F930D56B',127.9473,-12.717,135.78,0.35032760522744555,0.655,0.525,b'ARK2G5U1187FB46B34'
b'TRAALEO128F42A7AEA',570.90567,-12.28,122.967,0.30660364129709755,0.792,0.646,b'ARTB56G11C8A41569D'
b'TRAALHD12903D0BD6A',230.00771,-9.748,142.024,0.36223874670184913,0.858,0.606,b'AR0GGKI1187FB391D5'
b'TRAALNG12903D014E9',240.74404,-4.878,135.535,0.39570954770762196,0.735,0.838,b'ARZEWUR1187FB53DC8'
b'TRAALRZ128F429024E',192.20853,-23.988,139.189,0.3807045358244573,0.523,0.537,b'AR89DTT1187B9A7ED5'
b'TRAALSV128F4282B9B',152.0322,-9.414,128.598,0.0,0.656,0.393,b'ARTHKKA122BCFCBF58'
b'TRAALUX12903CFD50B',215.30077,-9.741,163.445,0.40913486879748406,0.445,0.496,b'ARJDMBO1187B9AD118'
b'TRAALZC128F92E11A6',155.21914,-11.965,114.027,0.6038764869181625,0.0,0.181,b'ARYJSY01187B9B7C65'
b'TRAALZN128F932D457',207.12444,-12.779,111.316,0.3140117898326241,0.662,0.756,b'AR77FBJ1187FB49D8D'
b'TRAAMES128F42AF068',428.56444,-8.403,105.994,0.6079718095629023,0.743,0.727,b'ARFVYJI1187B9B8E13'
b'TRAAMFG128F92FDEA2',185.7824,-13.251,88.489,0.5077816674051294,0.015,0.236,b'ARBM4TC1187FB5CE98'
b'TRAAMFT128F93128AD',654.28853,-5.884,118.433,0.5742747305168561,0.539,0.617,b'ARMQHX71187B9890D3'
b'TRAAMGJ12903CD315C',306.72934,-6.929,96.007,0.433945513830991,0.0,0.232,b'ARYXJ5A1187B9B9E56'
b'TRAAMII128F933B583',229.51138,-4.198,187.807,0.24634071356237247,0.457,0.398,b'ARULHJM1187B997004'
b'TRAAMJY128F92F5919',205.58322,-6.998,181.115,0.41339391128749997,0.025,0.312,b'AROTIMO1187FB532BF'
b'TRAAMKI128F428537A',127.05914,-12.772,148.357,0.3794369722404727,0.826,0.936,b'AR0X3JJ1187FB3A9A7'
b'TRAAMKL128F9347D8A',44.35546,-18.147,136.164,0.5122267383177268,0.0,0.0,b'AR035N21187FB3938E'
b'TRAAMKP12903CC74F4',203.83302,-7.661,126.941,0.4269442562357665,0.648,0.629,b'ARA0H5U1187FB47949'
b'TRAAMKW128F4249CF0',176.50893,-17.308,159.582,0.28356259598084455,0.526,0.595,b'AR358YS1187FB44A29'
b'TRAAMPA128F92E7D0D',140.66893,-28.347,89.495,0.4765593789777819,0.006,0.127,b'ARANOZN1187B9B373E'
b'TRAAMSO128EF348DCC',201.09016,-2.869,102.259,0.45694055844157816,0.608,0.505,b'ARHONG11187FB3B120'
b'TRAAMXP128F4264F6A',254.79791,-7.309,107.529,0.3605835821516753,0.647,0.54,b'ARRA2F91187B9B4061'
b'TRAAMYQ128F148B753',143.0722,-15.351,99.408,0.3701947010583135,0.675,0.353,b'ARSGZ3J1187FB3E610'
b'TRAAMZB12903CAB002',163.49995,-25.694,79.731,0.2506012864465103,0.753,0.629,b'ARMQ32V1187B9999F3'
b'TRAAMZR128F9315DCC',289.64526,-9.435,188.502,0.38976551809145177,0.403,0.578,b'AR8EDG51187FB41A08'
b'TRAANBH128F9345A6C',124.15955,-4.793,133.729,0.37668863102209926,0.724,0.583,b'AR1GYND1187B9A9CD3'
b'TRAANKK128F42531BC',167.3922,-17.623,139.136,0.39945172400502926,0.694,0.591,b'AR1PCLK1187FB5BBFF'
b'TRAANLO128F422AE37',321.35791,-6.2,193.693,0.5725833363950456,0.341,0.369,b'ARF0W6Z1187B9AC325'
b'TRAANLZ128F934EC42',263.94077,-19.821,76.693,0.36150980217715184,0.693,0.528,b'ARWGIOC1187FB4CBEF'
b'TRAANMF12903CEAFEF',341.36771,-9.632,126.95,0.22005076466880738,0.432,0.304,b'ARZHLNX1187FB4B8E7'
b'TRAANRI12903CD0A9C',333.13914,-5.671,144.812,0.32785892465345917,0.598,0.532,b'ARC25S11187B993923'
b'TRAANTD128F9323B23',349.12608,-11.708,138.003,0.0,0.7,0.319,b'ARKE8PP1187B997DD4'
b'TRAANTZ128E0792529',168.56771,-16.968,130.284,0.5984585009824434,0.576,0.621,b'ARK9TRQ1187B99C095'
b'TRAAODT12903D0D16E',350.71955,-13.038,152.013,0.2979492662186256,0.881,0.901,b'ARGTUWC1187B9904A0'
b'TRAAOEH128F426A82F',175.62077,-10.647,159.968,0.2721901520589511,0.852,0.743,b'ARFS01P1187B9A395A'
b'TRAAOIN128F9303790',190.24934,-4.172,75.031,0.3734642277637134,0.441,0.326,b'ARGWIHH1187B9A79B0'
b'TRAAOJI128F1458DCD',255.16363,-10.756,150.837,0.46155845195981815,0.473,0.505,b'AR5MK521187B98E0B8'
b'TRAAOPW128F428AE31',120.2673,-3.422,143.231,0.2473405842381235,0.634,0.52,b'ARU22AM1187B9961EA'
b'TRAAORY128F934984F',557.26975,-12.26,123.993,0.30660364129709755,0.259,0.462,b'ARTB56G11C8A41569D'
b'TRAAOTD128F42322FC',187.53261,-23.527,97.981,0.3323898702808034,0.681,0.541,b'AR93RTI1187B98ECFB'
b'TRAAOTT128F14AE002',295.60118,-9.435,137.288,0.34240639110484233,0.783,0.704,b'AR9AN471187B99E0DA'
b'TRAAOTT128F9342E04',252.02893,-8.639,168.323,0.29547099049043,0.372,0.467,b'ARAR4YH1187B98BF2A'
b'TRAAOXM12903CFB3B0',329.35138,-7.672,111.079,0.3895355761888646,0.144,0.287,b'AR567PN1187FB4B4F2'
b'TRAAOYG128F9314996',180.00934,-13.668,133.009,0.31213122149558203,0.097,0.325,b'ARYKF861187B99C74B'
b'TRAAPCC128F42519A7',244.45342,-6.885,146.577,0.276702624728755,0.516,0.59,b'AR4K59J1187FB3759B'
b'TRAAPFQ128F42684DB',282.53995,-4.2,140.458,0.5996026426495992,0.34,0.34,b'ARLSF8H1187B9A76B0'
b'TRAAPGF128F1458F8B',388.28363,-16.433,132.506,0.41551708285972627,0.551,0.583,b'ARDG9Z71187B997023'
b'TRAAPIV128F1493132',345.93914,-6.951,153.862,0.4671106485845494,0.04,0.148,b'AR56P361187B9AC4DB'
b'TRAAPLS12903CB2D40',243.1473,-14.737,93.238,0.0,0.847,0.639,b'ARDDHGI126E2B3AA76'
b'TRAAPPQ128F14961F5',261.74649,-9.628,124.086,0.5375372013052252,0.427,0.398,b'ARVML631187B99E90D'
b'TRAAPQQ128F427C750',172.25098,-8.46,66.765,0.0,0.558,0.54,b'ARBKMHZ11F4C843491'
b'TRAAPSQ12903CAE86A',216.60689,-3.736,145.518,0.5492043838770254,0.558,0.533,b'ARD3LXU1187B9ABFC5'
b'TRAAPVV128F425D64C',363.59791,-4.376,139.998,0.8521862384017338,0.638,0.371,b'ARXOTQH1187FB57084'
b'TRAAPWD128F931ACD4',271.77751,-6.947,90.648,0.0,0.674,0.556,b'ARMG6K31187FB55677'
b'TRAAPXK128F934DF25',330.65751,-12.279,140.334,0.0,0.706,0.629,b'ARFUSID1241B9C9462'
b'TRAAQBF12903CF796B',133.27628,-15.736,89.86,0.45343579119347505,0.783,0.674,b'ARC6UC81187B989062'
b'TRAAQCK128F92E8C33',264.69832,-5.871,156.097,0.5354083792298137,0.594,0.509,b'ARKZJ301187FB521B2'
b'TRAAQDJ128F92F95E0',228.51873,-12.053,179.501,0.33364914079207836,0.579,0.405,b'ARVKAWO11F50C47C9A'
b'TRAAQDL12903CA8FB5',240.3522,-6.248,86.689,0.31398973328035057,0.611,0.544,b'ARHXBJI1241B9C8B7F'
b'TRAAQEV12903CB5459',145.57995,-13.703,160.261,0.3050742624735008,0.757,0.637,b'ARTFLEU1269FCD1FE3'
b'TRAAQFC128F425ED83',235.80689,-9.716,101.03,0.37176089539478846,0.391,0.316,b'AR0LVFQ1187B9A84E0'
b'TRAAQIH128F428BDEA',192.1824,-6.258,155.038,0.3494763271978497,0.211,0.363,b'ARU9KWP1187B98B2A7'
